Index2,Index2.1,Index2.2,Index3,Index5,Index15,Index15.1,Index11,Index15.2,Index15.3,Index25,Index25.1,AutoVI-Chl,Index25.2,Index25.3,Index28,Index28.1,Index26,Index26.1,Index28.2,Index32,Index33,Index32.1,Index31,Index32.2
1.057866262,1.039308665,1.039308665,0.057866262,0.019768,1.135724817,1.585289786,0.818920695,-0.187508852,-0.70751182,1.001109884,0.949426224,0.961539079,0.958196078,1.173466855,0.016714472,1.305072186,1.424071615,0.010115546,-0.013784922,1.628941839,-0.005282607,-0.012467995,0.216061451,-0.007477925
1.002968674,0.987458894,0.987458894,0.002968674,-0.005976,1.007223743,1.214222159,1.072095355,-0.01857679,-0.31539101,1.073660905,1.132349776,1.077302319,1.044192382,1.266406779,0.006564916,1.41886643,1.499974586,0.000521321,-0.003933548,1.879617045,0.001671082,-0.004505813,0.20647002,-0.000382165
1.006570375,0.991512334,0.991512334,0.006570375,-0.004044667,1.010210001,1.211183342,1.066483853,-0.023518205,-0.310840978,1.07404211,1.125588712,1.069742598,1.042596501,1.261537667,0.006902744,1.413344681,1.498455481,0.001143237,-0.004324041,1.862929542,0.001109979,-0.0048378,0.206157908,-0.000830732
1.032834912,1.015185403,1.015185403,0.032834912,0.007137666,1.070555063,1.391382406,0.935969131,-0.100385728,-0.495734163,1.017525793,1.013123703,0.992817267,0.978577416,1.193398616,0.012129505,1.342779034,1.443875657,0.005672386,-0.009331371,1.697396385,-0.001981875,-0.008802941,0.211921199,-0.004152765
1.049321804,1.029869314,1.029869314,0.049321804,0.013862,1.102293425,1.487669516,0.876517209,-0.144913645,-0.608434656,0.991785869,0.962966822,0.964284005,0.95697023,1.172697008,0.015461456,1.302447976,1.439407147,0.008525522,-0.0125448,1.637323132,-0.00393942,-0.011269281,0.216028024,-0.006221292
1.011429926,0.996548125,0.996548125,0.011429926,-0.001616347,1.022909021,1.250743811,1.047668336,-0.040282385,-0.350199295,1.058117385,1.101973176,1.053539729,1.025256067,1.241836041,0.007694324,1.3935887,1.487818037,0.001992621,-0.00518958,1.814814483,0.000453118,-0.005411464,0.20674258,-0.00144964
1.01806579,1.002130268,1.002130268,0.01806579,0.001015667,1.038725738,1.297771195,1.000102418,-0.059136613,-0.399358185,1.046475241,1.067165714,1.033789392,1.010416563,1.226552954,0.009168648,1.382794175,1.469636698,0.003136727,-0.006551336,1.78005803,-0.000280705,-0.006542326,0.208177508,-0.002308021
1.020336641,1.003509841,1.003509841,0.020336641,0.001684333,1.041856031,1.322567115,0.995497396,-0.064546572,-0.426734136,1.044886038,1.073049287,1.03807203,1.011497438,1.228197608,0.009889481,1.381774867,1.48800006,0.003602436,-0.007180729,1.789744956,-0.000471903,-0.007096255,0.209802049,-0.002636577
1.016955439,1.002364309,1.002364309,0.016955439,0.001103,1.035268586,1.296460008,1.020272534,-0.054173494,-0.39409813,1.030697773,1.065542955,1.024413283,0.999271062,1.210337585,0.008770198,1.377431932,1.468778436,0.002993917,-0.006235945,1.775698416,-0.000314824,-0.006196713,0.207680602,-0.002198507
1.059858523,1.039209436,1.039209436,0.059858523,0.018495666,1.140195616,1.601990537,0.812709678,-0.193103442,-0.724686086,0.969407067,0.913526577,0.934334802,0.932157543,1.143451763,0.01768346,1.282432549,1.40541018,0.010421017,-0.014519863,1.585797874,-0.005219525,-0.013057473,0.219244901,-0.007621872
1.046715081,1.030317318,1.030317318,0.046715081,0.015175667,1.119935758,1.548218715,0.821852079,-0.165609596,-0.658738806,0.991748492,0.944593632,0.954267614,0.950242412,1.157360454,0.01476511,1.317071697,1.434257195,0.008469429,-0.012109497,1.627381386,-0.004208789,-0.010857421,0.216311155,-0.006284388
1.006570374,0.991512336,0.991512336,0.006570374,-0.003963773,1.010210003,1.211183342,1.066483864,-0.023518208,-0.310840971,1.061409878,1.113259059,1.05772982,1.030507998,1.246718607,0.006902744,1.405775699,1.490240717,0.001143237,-0.004324041,1.836479762,0.001109979,-0.0048378,0.206157908,-0.000830732
1.004581507,0.990129767,0.990129767,0.004581507,-0.00463638,1.003752223,1.190164895,1.083918197,-0.014458567,-0.288840193,1.068312923,1.129977468,1.068642902,1.038118253,1.253507852,0.006431931,1.413781375,1.505868527,0.000800797,-0.00390658,1.865190441,0.001295975,-0.004458975,0.205725688,-0.000582207
1.024855571,1.009468871,1.009468871,0.024855571,0.00456582,1.056356422,1.364412889,0.967302985,-0.084623519,-0.459080049,1.031504876,1.043961328,1.018784819,0.998023177,1.201403475,0.010192889,1.377532336,1.488569438,0.00450615,-0.007769483,1.735711833,-0.001304935,-0.007441449,0.20995566,-0.00330192
1.002873221,0.990629486,0.990629486,0.002873221,-0.004696333,1.012249153,1.239158061,1.038707015,-0.024377145,-0.337936857,1.050392167,1.088971306,1.044196531,1.028389934,1.240622432,0.006130629,1.428117711,1.50949622,0.00052509,-0.003955231,1.8699188,0.001326142,-0.003847612,0.209053588,-0.000393456
1.067495962,1.046729701,1.046729701,0.067495962,0.022531333,1.15297358,1.663329046,0.764735754,-0.222216335,-0.79689435,0.959199206,0.883622746,0.911100096,0.924540049,1.125552703,0.01931731,1.256419904,1.404090881,0.01212532,-0.016395957,1.543673346,-0.006342365,-0.014156317,0.223146615,-0.00879247
1.013786356,0.997962117,0.997962117,0.013786356,-0.000961667,1.02785467,1.283245629,1.041864776,-0.047959589,-0.386479862,1.05143917,1.096017949,1.051301948,1.024081635,1.239429723,0.008546914,1.392444452,1.489275661,0.002440127,-0.005886504,1.824957122,0.000273544,-0.006041156,0.208581328,-0.001782558
1.065243256,1.044319847,1.044319847,0.065243256,0.021840333,1.155544379,1.636495927,0.77562662,-0.216151475,-0.768865758,0.973026697,0.90298819,0.929124631,0.932313237,1.140607378,0.01867251,1.277933948,1.40192708,0.011542522,-0.015615495,1.565285653,-0.006033858,-0.013972853,0.219372509,-0.008523127
1.081242706,1.062542767,1.062542767,0.081242706,0.031929667,1.223831131,1.850682692,0.593042694,-0.3017196,-0.9638281,0.923962674,0.741731821,0.84045357,0.88135874,1.072789067,0.02199914,1.202755137,1.364064032,0.015197804,-0.019394931,1.406797407,-0.008887478,-0.01619627,0.228070963,-0.011171681
1.05063192,1.032348408,1.032348408,0.05063192,0.016451333,1.138852526,1.578508343,0.796652185,-0.182469088,-0.686485761,0.983481289,0.93433077,0.938262602,0.944556046,1.150652368,0.016093926,1.306068478,1.429202489,0.009263726,-0.01324377,1.614245975,-0.004551236,-0.011889655,0.219557626,-0.006879874
1.055879082,1.036852605,1.036852605,0.055879082,0.017852667,1.121818213,1.564066699,0.833178365,-0.176102956,-0.686096063,0.98942752,0.949483323,0.953917905,0.950773303,1.159666392,0.016628422,1.28960082,1.429425544,0.009916313,-0.013879227,1.614166869,-0.004953193,-0.012153507,0.218074423,-0.00723011
1.091368416,1.06950674,1.06950674,0.091368416,0.035585667,1.23515836,1.843773701,0.598017134,-0.316815489,-0.976988634,0.926604526,0.740423796,0.846969129,0.882707246,1.07302932,0.024136797,1.197698134,1.344530102,0.016952946,-0.021106391,1.407942776,-0.009861207,-0.01824607,0.227055802,-0.012520317
1.06240916,1.043811548,1.043811548,0.06240916,0.021295073,1.14686108,1.645553742,0.761171364,-0.207330073,-0.755828376,0.958316272,0.871922886,0.913097546,0.922989718,1.113892026,0.018143196,1.263489087,1.406424806,0.011550805,-0.015467595,1.54560054,-0.006175509,-0.013449084,0.220800015,-0.008478445
1.042376117,1.024906082,1.024906082,0.042376117,0.012256333,1.101649146,1.495548549,0.863180957,-0.141030468,-0.598115093,0.996695463,0.96257423,0.964961688,0.960021716,1.1626231,0.014111013,1.327738353,1.44701239,0.007672938,-0.011426295,1.65572293,-0.003447577,-0.01038918,0.215247874,-0.00567692
1.040189265,1.02139284,1.02139284,0.040189265,0.010213334,1.084859893,1.449503997,0.915070771,-0.12389427,-0.562251128,1.009117577,1.004569707,0.989791169,0.974189248,1.18522238,0.013894718,1.325421929,1.452567095,0.007134674,-0.01109313,1.701132305,-0.002883517,-0.010108928,0.21460541,-0.005224464
1.005572985,0.990819037,0.990819037,0.005572985,-0.004387833,1.006988776,1.200708961,1.075106947,-0.018980256,-0.299862681,1.077512592,1.133962846,1.075202319,1.046408438,1.264959281,0.00666734,1.417372779,1.506278922,0.000971896,-0.004115328,1.877290553,0.001203061,-0.004648232,0.205941358,-0.000706415
1.01443062,0.998326086,0.998326086,0.01443062,-0.000781667,1.027980271,1.262096693,1.026008573,-0.044533225,-0.363259861,1.048402561,1.079228961,1.038361667,1.013801021,1.231403159,0.008552007,1.38325984,1.471468367,0.00248103,-0.005891079,1.791348786,0.000217233,-0.006054237,0.207721628,-0.00181598
1.058589807,1.040752057,1.040752057,0.058589807,0.020174333,1.141235258,1.580534912,0.788431343,-0.184063788,-0.695964788,0.969957269,0.90390848,0.919222787,0.931299383,1.135959038,0.017287361,1.274601111,1.410740564,0.010550006,-0.014688918,1.577404511,-0.005618407,-0.012560771,0.220439145,-0.007803269
1.051221217,1.032616462,1.032616462,0.051221217,0.015960333,1.115159133,1.523273249,0.834156351,-0.158276058,-0.644750223,0.987774103,0.942118148,0.951672333,0.949000629,1.160249852,0.015852572,1.307250524,1.433504442,0.009056189,-0.012971098,1.626374318,-0.004418882,-0.011647774,0.216897608,-0.006672782
1.03292259,1.016632076,1.016632076,0.03292259,0.0081205,1.071705943,1.408384147,0.932201266,-0.104576497,-0.506282106,1.026002526,1.017491227,1.004794147,0.991502672,1.196066097,0.011868571,1.356268292,1.475311404,0.005932309,-0.009409258,1.717324607,-0.002273448,-0.008658834,0.211959604,-0.004339419
1.00360112,0.987947896,0.987947896,0.00360112,-0.005645334,1.003168734,1.205265986,1.096751067,-0.013824052,-0.309360014,1.069946291,1.149744356,1.081385524,1.042457389,1.263428272,0.00679933,1.406994964,1.504027064,0.000637824,-0.004232272,1.898759351,0.001613507,-0.004573632,0.208132222,-0.000465936
1.011564427,0.995659896,0.995659896,0.011564427,-0.002024667,1.021401214,1.245326393,1.037277382,-0.03704815,-0.34609612,1.05743867,1.09494376,1.049513086,1.022994349,1.243606461,0.008002176,1.386735466,1.471819509,0.001979808,-0.00538587,1.810015121,0.000559866,-0.00559428,0.207024131,-0.001445491
1.005303108,0.989916371,0.989916371,0.005303108,-0.004688,1.010516367,1.210748643,1.064223878,-0.022967357,-0.310159185,1.060593195,1.108977155,1.058386937,1.028689235,1.246073803,0.006789077,1.405049938,1.488182075,0.000914642,-0.004166503,1.827378598,0.001310699,-0.004728454,0.205928429,-0.000667765
1.032658928,1.015058503,1.015058503,0.032658928,0.007223333,1.068150906,1.400193569,0.951726682,-0.100467245,-0.512420285,1.023649982,1.040880813,1.00771656,0.989611218,1.204460656,0.012458519,1.337006525,1.459703853,0.005801591,-0.009786462,1.753826514,-0.002022091,-0.008835141,0.214694122,-0.004246143
1.070016184,1.049649873,1.049649873,0.070016184,0.024109333,1.161771261,1.670384957,0.756628697,-0.225794751,-0.798365129,0.954713139,0.879595815,0.90295468,0.917900028,1.119777331,0.019863929,1.24464823,1.397952135,0.012636572,-0.016942991,1.542914951,-0.006763886,-0.014510655,0.224201681,-0.009196908
